tid,label,token
1187885,ORG,Supreme Court of India
1187885,PERSON,Mohan Meakin Ltd
1187885,DATE,"14 December, 1999"
1187885,PERSON,S Hegde
1187885,PERSON,S.P.Bharucha
1187885,PERSON,R.C.Lahoti
1187885,ORG,M/S.  MOHAN MEAKIN LTD
1187885,GPE,CENTRAL EXCISE
1187885,GPE,KOCHI
1187885,CARDINAL,14/12/1999
1187885,PERSON,S.P.Bharucha
1187885,PERSON,R.C.Lahoti
1187885,GPE,J
1187885,PRODUCT,Solan
1187885,ORG,"Ghaziabad
Breweries"
1187885,PRODUCT,Lupofresh
1187885,ORG,"M/s. Pyarelal Sarin (Agencies)
Private Limited"
1187885,GPE,New Delhi
1187885,CARDINAL,11.6.1991
1187885,QUANTITY,2000 kg
1187885,CARDINAL,20.7.1991
1187885,ORG,M/s. Arusan Industries
1187885,ORG,"M/s.
Integrated Exports"
1187885,ORG,Madras
1187885,ORG,"the
Directorate of Revenue Intelligence"
1187885,ORG,the Customs Department
1187885,ORG,Integrated Exports
1187885,CARDINAL,11.2.1992
1187885,LAW,"Section 111(d)
of the Customs Act"
1187885,DATE,1962
1187885,LAW,short the Act
1187885,ORG,Department
1187885,CARDINAL,24.3.1992
1187885,LAW,Section 111
1187885,LAW,Section 112(b) of the Act
1187885,ORG,"the Collector of
Customs"
1187885,ORG,Cochin
1187885,LAW,Section 111(d) of the Act
1187885,LAW,"Section
125(2) of the Act"
1187885,ORDINAL,second
1187885,LAW,Section 125(2) of the Act
1187885,LAW,Section 28 of the Act
1187885,ORG,Collector
1187885,CARDINAL,25.11.1992
1187885,MONEY,Rs. 3.25 lacs
1187885,ORG,Collector
1187885,LAW,"the Customs, Excise & Gold (Control)
Appellate Tribunal"
1187885,ORG,Madras
1187885,CARDINAL,1
1187885,LAW,Section 111(d)
1187885,ORDINAL,second
1187885,LAW,Section 111
1187885,CARDINAL,2
1187885,LAW,Section 28 of the Customs Act
1187885,DATE,1962
1187885,CARDINAL,2
1187885,LAW,Section 111(m
1187885,LAW,"the
Customs Act"
1187885,DATE,1962
1187885,CARDINAL,4
1187885,LAW,Section 28
1187885,ORG,Department
1187885,LAW,"Section
111(m) of the Act"
1187885,LAW,Sections 112 and 125 of the Act
1187885,LAW,Act
1187885,LAW,Section 111 of the Act
1187885,LAW,Clauses
1187885,LAW,Section 111
1187885,LAW,m) of the Act
1187885,CARDINAL,111
1187885,GPE,India
1187885,NORP,Indian
1187885,LAW,Act
1187885,LAW,Act
1187885,LAW,Section 77
1187885,LAW,Section 125 of the Act
1187885,LAW,Section 125(1)
1187885,ORDINAL,firstly
1187885,CARDINAL,1
1187885,LAW,Section 124 of the Act
1187885,LAW,Section 125
1187885,LAW,Section 111
1187885,ORG,Collector
1187885,LAW,Section 111
1187885,ORG,Collector
1187885,CARDINAL,half
1187885,LAW,Section 111(m)
1187885,LAW,Section 28 of the Act
1187885,LAW,Section 124
1187885,ORG,Department
1187885,LAW,Section 125 of the Act
1187885,ORG,Department
1187885,LAW,Section 111(m) of the Act
