tid,label,token
687034,ORG,Supreme Court of India
687034,ORG,Tata Iron & Steel Company Ltd
687034,DATE,"16
February, 2000"
687034,PERSON,R Lahoti
687034,PERSON,R.C.Lahoti
687034,PERSON,S.P.Bharucha
687034,CARDINAL,96
687034,DATE,1998
687034,ORG,TATA IRON & STEEL COMPANY LTD
687034,ORG,COMMISSIONER OF CENTRAL EXCISE & CUSTOMS
687034,GPE,BHUBANESWAR
687034,CARDINAL,16/02/2000
687034,PERSON,R.C.Lahoti
687034,PERSON,S.P.Bharucha
687034,PERSON,R.C. Lahoti
687034,ORG,"T..J The Tata Iron &
Steel Company Ltd."
687034,ORG,TISCO
687034,ORG,"Siderugia
National of Portugal - a Government of Portugal Undertaking"
687034,DATE,some time in the year 1981
687034,ORG,Italimpianti
687034,GPE,Genevo
687034,GPE,Italy
687034,ORG,Siderugia National Portugal
687034,ORG,SNP
687034,GPE,Portugal
687034,GPE,Portugal
687034,ORG,"European Economic
Community"
687034,ORG,EEC
687034,GPE,Portugal
687034,ORG,SNP
687034,DATE,1981 to 1986
687034,DATE,"14th April, 1988"
687034,ORG,SNP
687034,ORG,TISCO
687034,GPE,Portugal
687034,GPE,Lisbon
687034,ORG,SNP
687034,CARDINAL,13.5 million
687034,ORG,Deutsche Marks
687034,CARDINAL,12.5 million
687034,ORG,Deutsche Marks
687034,DATE,"11th October, 1989"
687034,CARDINAL,three
687034,CARDINAL,301
687034,CARDINAL,2
687034,CARDINAL,three
687034,PRODUCT,MD 302
687034,CARDINAL,3\
687034,CARDINAL,two
687034,CARDINAL,26 million
687034,CARDINAL,two
687034,CARDINAL,12.5 million
687034,ORG,DM
687034,CARDINAL,13.5 million
687034,CARDINAL,two
687034,CARDINAL,12.5 million
687034,ORG,DM
687034,CARDINAL,13.5 million
687034,ORG,DM
687034,CARDINAL,14.4.88
687034,LAW,"MD 302 under Project
Imports Regulations"
687034,DATE,1986
687034,LAW,the Customs House
687034,ORG,Paradeep
