tid,label,token
1578200,ORG,Supreme Court of India
1578200,ORG,Delta International Ltd
1578200,ORG,Shyam Sunder Ganeriwalla And Anr
1578200,DATE,9 April
1578200,DATE,1999
1578200,PERSON,G.B. Pattanaik
1578200,PERSON,M.B. Shah
1578200,DATE,2198-99 of 1999
1578200,ORG,DELTA INTERNATIONAL LTD
1578200,ORG,SHYAM
1578200,CARDINAL,09/04/1999
1578200,ORG,G.B. PATTANAIK & M.B.
1578200,DATE,1999
1578200,CARDINAL,2
1578200,CARDINAL,541
1578200,LAW,The Judgment of the Court
1578200,PERSON,SHAH
1578200,PERSON,"J.
Leave"
1578200,LAW,the Judgment and Decree
1578200,DATE,"2nd December,
1997"
1578200,ORG,the Division Benchr
1578200,ORG,the High Court of Calcutta
1578200,LAW,Original Decree Nos. 148
1578200,DATE,1992
1578200,CARDINAL,165
1578200,DATE,1992
1578200,PERSON,Abhiram Mullick
1578200,ORG,No. 4D
1578200,ORG,"Council House
Street"
1578200,GPE,Calcutta
1578200,ORG,Mallika Investment Company Privated Limited
1578200,ORG,Dewars'Garage India Private Limited
1578200,DATE,monthly
1578200,ORG,Mallika Investment Company Private Limited
1578200,ORG,"Dewar's
Garage (India) Private Ltd."
1578200,ORG,Dewar
1578200,ORG,Dewar
1578200,ORG,Dewar
1578200,ORG,Delta International Limited
1578200,DATE,"18th July, 1970"
1578200,ORG,Favour of ESSO Standard Eastern Inc.
1578200,ORG,ESSO
1578200,ORG,ESSO
1578200,PERSON,Shyam Sunder Ganeriwalla
1578200,LAW,Company Petition No. 331 /91
1578200,PERSON,Dewar
1578200,ORG,"Delta
International Limited"
1578200,ORG,ESSO
1578200,LAW,the Act of Parliament
1578200,ORG,the Central Government
1578200,ORG,"M/s. Hindustan
Petroleum Corporation Limited"
1578200,DATE,1985
1578200,ORG,Delta International Limited
1578200,LAW,Civil Suit No. 491/85
1578200,ORG,the High Court of Calcutta
1578200,ORG,Defendants
1578200,TIME,"20,000 p.m."
1578200,DATE,"1st May, 1985"
1578200,ORG,the Division Bench
1578200,CARDINAL,1\
1578200,ORG,the High Court
1578200,CARDINAL,12
1578200,CARDINAL,2\
1578200,ORG,Appellant
1578200,DATE,monthly
1578200,LAW,Section 14(1) of the West Bengal Premises Tenancy Act
1578200,DATE,1956
1578200,CARDINAL,1
1578200,CARDINAL,1
1578200,CARDINAL,2
1578200,CARDINAL,3
1578200,CARDINAL,4
1578200,ORG,Mallika Investment Company Private Limited
1578200,CARDINAL,4
1578200,CARDINAL,5
1578200,CARDINAL,6
1578200,CARDINAL,5
1578200,CARDINAL,6
1578200,PERCENT,fifty per cent
1578200,CARDINAL,3
1578200,CARDINAL,4
1578200,CARDINAL,7\
1578200,CARDINAL,5
1578200,CARDINAL,8\
1578200,CARDINAL,8
1578200,CARDINAL,9
1578200,CARDINAL,10\
1578200,LAW,Clause 11
1578200,CARDINAL,11\
1578200,LAW,Clause 12
1578200,CARDINAL,12\
1578200,CARDINAL,13 to 17
1578200,CARDINAL,13\
1578200,LAW,Clause 18
1578200,CARDINAL,14
1578200,CARDINAL,19
1578200,PERSON,Ashok Desai
1578200,ORG,Paramount
1578200,LAW,the Rent Control
1578200,ORG,Court
1578200,ORG,Court
1578200,ORG,Inderjeet Singh Sial & Anr
1578200,PERSON,Karam Chand Thapar
1578200,WORK_OF_ART,Ors.
1578200,DATE,1995
1578200,DATE,6 SCC 166
1578200,CARDINAL,173
1578200,DATE,1996
1578200,CARDINAL,9
1578200,CARDINAL,387
1578200,PERSON,B.V. D'Souza
1578200,PERSON,Antonio Fansto Fernandes
1578200,DATE,1989
1578200,DATE,3 SCC 574
1578200,CARDINAL,577
1578200,CARDINAL,382
1578200,CARDINAL,387
1578200,ORG,Court
1578200,PERSON,Sohari Lal Naraindas
1578200,PERSON,"Lasmidas
RaghvnathGadit"
1578200,DATE,1971
1578200,ORG,SCC 276
1578200,CARDINAL,279
1578200,ORG,Rajbir Kaur
1578200,ORG,Anr
1578200,ORG,"S.
Chokesiri & `Co."
1578200,DATE,1989
1578200,CARDINAL,1
1578200,CARDINAL,3l.33
1578200,DATE,1989
1578200,CARDINAL,1
1578200,CARDINAL,19
1578200,DATE,monthly
1578200,LAW,"Section 14(1 ) of the
Act"
1578200,ORG,"Woman Shriniwas Kini v.
Ratilal Bhagwandas & Co."
1578200,DATE,1959
1578200,CARDINAL,2
1578200,CARDINAL,217
1578200,CARDINAL,221
1578200,PERSON,Uttam Chand
1578200,ORG,Lalwani
1578200,ORG,AIR
1578200,DATE,1965
1578200,CARDINAL,716
1578200,CARDINAL,12
1578200,PERSON,D.P. Gupta
1578200,CARDINAL,1
1578200,ORG,Court
1578200,ORG,Court
1578200,ORG,Court
1578200,ORG,Court
1578200,ORG,Associated Hotels (P) Ltd v
1578200,ORG,"R.N.
Kapoor"
1578200,LAW,I960) 1 SCR 368
1578200,ORG,Sohonlal Naranidas
1578200,PERSON,Laxmidas Raghunath Gadit
1578200,DATE,1971
1578200,CARDINAL,276
1578200,PERSON,B
1578200,PERSON,V. De'Souza
1578200,PERSON,Antonio Fqnsto Fernandes
1578200,DATE,1989
1578200,CARDINAL,3
1578200,CARDINAL,574
1578200,WORK_OF_ART,Tulsi v.Paro
1578200,DATE,1997
1578200,CARDINAL,2
1578200,CARDINAL,706
1578200,PERSON,K. Achuta Bhat
1578200,WORK_OF_ART,Veeramaneni Manga Devi & Anr
1578200,DATE,1989
1578200,CARDINAL,1
1578200,CARDINAL,9
1578200,LAW,the Memorandum of Agreement
1578200,CARDINAL,three
1578200,CARDINAL,18
1578200,ORDINAL,First
1578200,EVENT,the Second Schedule
1578200,ORG,ESSO
1578200,PERSON,Dewar
1578200,CARDINAL,5
1578200,CARDINAL,6
1578200,ORG,ESSO
1578200,ORDINAL,third
1578200,CARDINAL,13
1578200,ORG,Dewar
1578200,ORG,ESSO
1578200,ORG,Dewar
1578200,ORG,ESSO
1578200,DATE,"10
years"
1578200,CARDINAL,three
1578200,CARDINAL,15
1578200,ORG,Court
1578200,ORDINAL,first
1578200,ORG,Court
1578200,ORG,Associated Hotels of India Ltd.
1578200,PERSON,R.N. Kapoor
1578200,DATE,1960
1578200,CARDINAL,1
1578200,LAW,SCR 368
1578200,PERSON,"Subba
Rao"
1578200,ORG,Court
1578200,ORG,Court
1578200,GPE,Errington
1578200,PERSON,Errington
1578200,PERSON,Denying
1578200,CARDINAL,155
1578200,ORG,The Court of Appeal
1578200,PERSON,Cobb
1578200,PERSON,Lane
1578200,CARDINAL,1201
1578200,GPE,L. J.
1578200,PERSON,Denning
1578200,PERSON,L.J.
1578200,CARDINAL,1202
1578200,PERSON,Cobb
1578200,PERSON,Another V. Lane
1578200,DATE,1952) 1
1578200,CARDINAL,1199
1578200,CARDINAL,three
1578200,ORG,"Somervell, L,J"
1578200,DATE,former days
1578200,LAW,the Rent Restrictions Acts
1578200,LAW,Acts
1578200,PERSON,Penning
1578200,GPE,L.J
1578200,LAW,the Rent Acts
1578200,PERSON,Romer
1578200,PERSON,LJ
1578200,PERSON,Denning
1578200,CARDINAL,1.
1578200,PERSON,Errington V. Errington
1578200,DATE,1952) 1
1578200,LAW,AII.E.R. 149
1578200,ORG,Court
1578200,ORG,Court
1578200,PERSON,Booker v. Palmer
1578200,DATE,1942
1578200,CARDINAL,677
1578200,PERSON,Lord Greene
1578200,PERSON,M.R.
1578200,CARDINAL,one
1578200,PERSON,Rajbir Kaur
1578200,ORG,Another v. Ms
1578200,ORG,Chokesiri and Co.
1578200,DATE,1989
1578200,DATE,"1 SCO
19"
1578200,ORG,Court
1578200,CARDINAL,22
1578200,CARDINAL,22
1578200,LAW,"Section 105 of the Transfer
of Property Act"
1578200,DATE,1882
1578200,LAW,"section 52 of
the Indian Easements Act"
1578200,DATE,1882
1578200,CARDINAL,two
1578200,LANGUAGE,English
1578200,LAW,"`Possessory
Licences'"
1578200,ORG,Court
1578200,CARDINAL,32
1578200,ORG,Court
1578200,PERSON,M.N. Clubwalq
1578200,PERSON,Fida Hussain
1578200,PERSON,Chitale
1578200,CARDINAL,two
1578200,CARDINAL,one
1578200,ORG,Court
1578200,PERSON,Sohan Lal Naraindas
1578200,PERSON,Laxmidas Raghunath Gadit
1578200,DATE,1971
1578200,CARDINAL,1
1578200,CARDINAL,276
1578200,CARDINAL,6
1578200,CARDINAL,9
1578200,ORG,Court
1578200,CARDINAL,6
1578200,ORG,Emphasis
1578200,CARDINAL,1
1578200,ORDINAL,third
1578200,CARDINAL,6
1578200,LAW,Section 107 of the Transfer of Property Act
1578200,CARDINAL,one
1578200,PERSON,Desai
1578200,WORK_OF_ART,"""The Interpretation of the Contracts"""
1578200,PERSON,Kim Lewispn
1578200,GPE,Q.C.
1578200,CARDINAL,1.03
1578200,CARDINAL,two
1578200,CARDINAL,one
1578200,PERSON,Edward Coke
1578200,ORG,Co. Lift 42
1578200,CARDINAL,one
1578200,ORG,the Privy Council
1578200,ORG,Rodger v. Comptoir D `Escomple de Paris
1578200,DATE,1869
1578200,LAW,L.R.. 2 P.C. 393
1578200,PERSON,JosephNapier
1578200,ORG,Board
1578200,GPE,Fausset
1578200,PERSON,Carpenter
1578200,DATE,1831
1578200,CARDINAL,2
1578200,CARDINAL,232
1578200,ORG,the House of Lords
1578200,ORG,Court
1578200,CARDINAL,one
1578200,CARDINAL,1\
1578200,ORG,"Harrington v, Kloprogge"
1578200,CARDINAL,2\
1578200,ORG,"Cantor
Art Services Ltd"
1578200,ORG,Kenneth Bieber Photography Ltd.
1578200,DATE,1969) 1 W.L-.R. 1226
1578200,WORK_OF_ART,C.A
1578200,LAW,the Rent Act
1578200,CARDINAL,12
1578200,CARDINAL,1.2
1578200,LAW,the West Bengal Premises Tenancy Act
1578200,CARDINAL,two
1578200,ORG,the High Court
1578200,ORDINAL,Secondly
1578200,CARDINAL,"Paragraphs 4, 5 and 6"
1578200,DATE,a period of atleast ten years
1578200,ORG,the Petrol Service Station
1578200,ORDINAL,Thirdly
1578200,PERSON,D.P. Gupta
1578200,CARDINAL,one
1578200,WORK_OF_ART,Buckley J.
1578200,PERSON,Kim Lewison
1578200,GPE,Q.C.
1578200,ORDINAL,first
1578200,CARDINAL,one
1578200,CARDINAL,18
1578200,WORK_OF_ART,Word
1578200,GPE,Stroud
1578200,WORK_OF_ART,Judicial Dictionary of Words and Phrase
1578200,PERSON,Hind V. Gray 9 L.J.C.P.253
1578200,PERSON,Taylor
1578200,GPE,Caldwell
1578200,CARDINAL,32
1578200,CARDINAL,164
1578200,CARDINAL,One
1578200,CARDINAL,107
1578200,DATE,1838) 5
1578200,CARDINAL,183
1578200,CARDINAL,186
1578200,ORG,Young & Co
1578200,ORG,Liverpool Assessment Committee
1578200,DATE,1911) 2KB 195
1578200,CARDINAL,215
1578200,GPE,DC
1578200,GPE,Avory J
1578200,CARDINAL,18
1578200,CARDINAL,three
1578200,CARDINAL,3950
1578200,CARDINAL,"Rs,23,700"
1578200,DATE,six months
1578200,ORG,Service
1578200,ORDINAL,Firstly
1578200,ORG,Delta
1578200,ORG,Mallika Investments Company
1578200,LAW,clause 9
1578200,LAW,Clause 16
1578200,ORDINAL,Second
1578200,CARDINAL,"Rs.2,50,000"
1578200,DATE,"a period
of one year"
