tid,label,token
1723469,ORG,Supreme Court of India
1723469,ORG,M/S. Grasim Industries Limited
1723469,ORG,Collector Of Customs
1723469,GPE,Bombay
1723469,DATE,"4 April,
2002"
1723469,PERSON,A Pasayat
1723469,PERSON,Cji
1723469,PERSON,N. Santosh Hegde
1723469,PERSON,Arijit Pasayat
1723469,DATE,1951  of  1998
1723469,GPE,BOMBAY
1723469,CARDINAL,04/04/2002
1723469,ORG,CJI
1723469,PERSON,N. Santosh Hegde
1723469,PERSON,Arijit Pasayat
1723469,LAW,Section 130-E
1723469,LAW,the Customs Act
1723469,DATE,1962
1723469,LAW,"the
'Act"
1723469,CARDINAL,6815.10
1723469,LAW,First Schedule of the Customs Tariff Act
1723469,DATE,1975
1723469,LAW,short 'Tariff Act'
1723469,ORG,Revenue
1723469,CARDINAL,8419.50
1723469,CARDINAL,14700
1723469,PRODUCT,Karbate Tubes
1723469,DATE,April
1723469,DATE,July
1723469,DATE,1992
1723469,ORG,"the
Assistant Collector of Customs"
1723469,ORG,Appraising Group III
1723469,ORG,Chapter
1723469,CARDINAL,68.15
1723469,CARDINAL,6815.10
1723469,ORG,Appraiser
1723469,LAW,"the Collector
(Appeals)"
1723469,ORG,Customs
1723469,ORG,Excise
1723469,ORG,Gold Control Appellate Tribunal
1723469,GPE,New Delhi
1723469,ORG,Tribunal
1723469,CARDINAL,two
1723469,ORG,Tribunal
1723469,ORG,Bench
1723469,CARDINAL,24.11.1997
1723469,LAW,Chapter 68
1723469,LAW,Chapter 84
1723469,ORG,Tribunal
1723469,FAC,"the Karbate
Tubes"
1723469,CARDINAL,68.15
1723469,ORG,Tribunal
1723469,ORG,"the
Harmonized System Nomenclature"
1723469,ORG,HSN
1723469,ORG,"Karbate
Tubes"
1723469,CARDINAL,6815.10
1723469,CARDINAL,8419.50
1723469,CARDINAL,1
1723469,LAW,"Chapter
84"
1723469,LAW,Chapter 84
1723469,LAW,Note 1
1723469,LAW,Chapter 84
1723469,CARDINAL,84.19
1723469,LAW,the Note 1
1723469,LAW,"Chapter
84"
1723469,ORG,Revenue
1723469,LAW,Chapter 68 Section XIII
1723469,MONEY,68.15
1723469,PERCENT,65%
1723469,LAW,Note 1 of Chapter 84
1723469,CARDINAL,1
1723469,LAW,Chapter 68
1723469,LAW,Chapter 69
1723469,CARDINAL,70.17
1723469,CARDINAL,70.19
1723469,CARDINAL,70.20
1723469,CARDINAL,73.21
1723469,CARDINAL,73.22
1723469,LAW,Chapter 74
1723469,CARDINAL,76
1723469,CARDINAL,78
1723469,CARDINAL,81
1723469,MONEY,85.09
1723469,MONEY,96.03
1723469,LAW,Chapter 84
1723469,LAW,Section XVI
1723469,CARDINAL,1
1723469,LAW,the Note 1
1723469,CARDINAL,68.04
1723469,LAW,Chapter 68
1723469,LAW,Chapter 68'
1723469,ORG,Court
1723469,ORG,Collector of Customs
1723469,GPE,Bombay
1723469,ORG,Grasim Industries Ltd.
1723469,DATE,"2000 (5) SCC
177"
1723469,CARDINAL,12
1723469,CARDINAL,84.17
1723469,CARDINAL,1
1723469,LAW,Chapter 68
1723469,CARDINAL,84.17
1723469,CARDINAL,1
1723469,ORG,CTA
1723469,CARDINAL,1
1723469,LAW,Chapter 84
1723469,LAW,Chapter 68
1723469,ORG,CTA
1723469,LAW,Chapter 68
1723469,CARDINAL,1
1723469,ORG,Tribunal
1723469,ORG,Tribunal
1723469,CARDINAL,6802.10
1723469,CARDINAL,6806.10
1723469,CARDINAL,68.09
1723469,CARDINAL,6804.10
1723469,CARDINAL,68.11
1723469,CARDINAL,1
1723469,CARDINAL,one
1723469,ORG,Court
1723469,ORG,the Privy Council
1723469,GPE,Crawford
1723469,GPE,Spooner
1723469,DATE,(1846
1723469,CARDINAL,6
1723469,CARDINAL,1
1723469,LAW,the Legislature's defective phrasing of an Act
1723469,ORG,Court
1723469,ORG,"Gwalior
Rayons Silk Mfg."
1723469,ORG,Wvg.) Co. Ltd.
1723469,ORG,Vested Forests
1723469,ORG,Palghat
1723469,ORG,Anr.
1723469,DATE,1990 SC 1747
1723469,ORG,Union of India
1723469,PERSON,Deoki Nandan Aggarwal
1723469,DATE,1992 SC 96
1723469,ORG,Institute of Chartered Accountants of India v. Price Waterhouse
1723469,ORG,Anr.
1723469,DATE,1997
1723469,CARDINAL,6
1723469,ORG,SCC 312)
1723469,PERSON,Harbhajan Singh
1723469,ORG,Press Council of India
1723469,ORG,Ors.
1723469,DATE,JT 2002
1723469,DATE,3) SC 21
1723469,LAW,"the
Note 1"
1723469,LAW,Chapter 68'
1723469,ORG,Union of India
1723469,GPE,Anr.
1723469,ORG,"Delhi High
Court Bar Association"
1723469,ORG,Ors.
1723469,DATE,JT 2002
1723469,CARDINAL,3
1723469,CARDINAL,131
1723469,PERSON,Navin Chandra Mafatlal
1723469,GPE,Bombay City
1723469,DATE,1955
1723469,CARDINAL,1
1723469,CARDINAL,829
1723469,PERSON,Gwyer C.J.
1723469,WORK_OF_ART,in The United Provinces v. Atiqa Begum
1723469,DATE,(1940
1723469,WORK_OF_ART,FCR 110
1723469,CARDINAL,134
1723469,CARDINAL,1
1723469,CARDINAL,2
1723469,CARDINAL,3
1723469,CARDINAL,4
1723469,CARDINAL,5
1723469,LAW,"Section 30 of the United Towns Electrical
Company Act"
1723469,DATE,1902
1723469,ORG,the Privy Council
1723469,ORG,"United Towns
Electric Co. Ltd."
1723469,DATE,Newfoundland 1939
1723469,CARDINAL,1
1723469,CARDINAL,423
1723469,ORG,Courts
1723469,LAW,Craies on Statute Law
1723469,WORK_OF_ART,"Seventh
Edition"
1723469,LAW,page 181
1723469,WORK_OF_ART,"Asquith J in Allen v.
Emmerson"
1723469,DATE,1944
1723469,CARDINAL,362
1723469,LAW,Hood-Barrs v. IRC
1723469,DATE,1946
1723469,CARDINAL,2
1723469,CARDINAL,768
1723469,ORG,"United Towns
Electric Co. Ltd."
1723469,GPE,Newfoundland
1723469,DATE,1939
1723469,CARDINAL,1
1723469,CARDINAL,423
1723469,PERSON,Farwell L.J.
1723469,ORG,"Tillmans and
Co. v. S.S"
1723469,DATE,1908
1723469,LAW,Act
1723469,LAW,Act
1723469,DATE,1910) 2
1723469,CARDINAL,359
1723469,GPE,N.A.L.G.O.
1723469,PERSON,Bolton Corpn.
1723469,DATE,1943) AC 166
1723469,PERSON,Simon L.C.
1723469,PERSON,Wright
1723469,LAW,The Note 1
1723469,LAW,Chapter 84
1723469,DATE,"April 4, 2002"
