tid,label,token
1333219,ORG,Supreme Court of India
1333219,ORG,London Rubber Co. Ltd
1333219,ORG,Durex Products
1333219,DATE,4 March
1333219,DATE,1963
1333219,DATE,1963 AIR 1882
1333219,DATE,1964
1333219,CARDINAL,2
1333219,CARDINAL,211
1333219,PERSON,Mudholkar
1333219,PERSON,J.R
1333219,ORG,"PETITIONER:
    LONDON RUBBER CO.  LTD"
1333219,CARDINAL,04/03/1963
1333219,PERSON,MUDHOLKAR
1333219,PERSON,"J.R.
    BENCH"
1333219,GPE,MUDHOLKAR
1333219,GPE,"J.R.
    SUBBARAO"
1333219,GPE,"K.
    DAYAL"
1333219,GPE,RAGHUBAR
1333219,DATE,1963
1333219,DATE,1964
1333219,CARDINAL,2
1333219,CARDINAL,211
1333219,ORG,Registrar
1333219,LAW,"user- Order of the  Registrar
    restored-Trade	Marks Act"
1333219,DATE,1940- (V of 1940
1333219,CARDINAL,8
1333219,CARDINAL,10
1333219,CARDINAL,2
1333219,ORG,Trade Marks
1333219,ORG,Durex
1333219,PRODUCT,Durex
1333219,GPE,India
1333219,DATE,the  year  1932
1333219,DATE,the year 1954
1333219,DATE,15  years
1333219,ORG,Registrar of Trade Marks
1333219,PERSON,Darex
1333219,ORG,"the
    High  Court"
1333219,LAW,s. 8 (a) of the Act
1333219,CARDINAL,10
1333219,CARDINAL,2
1333219,CARDINAL,10
1333219,CARDINAL,2
1333219,CARDINAL,8
1333219,LANGUAGE,English
1333219,CARDINAL,10
1333219,CARDINAL,1
1333219,CARDINAL,12
1333219,CARDINAL,1
1333219,LAW,the English Act
1333219,CARDINAL,8
1333219,CARDINAL,8
1333219,LAW,S. 10 (1
1333219,CARDINAL,8
1333219,LAW,"the legislature: -
    Re  Hack's  Application"
1333219,DATE,1940) 58 R. P. C. 91
1333219,ORG,"Re,  Arthur
    Fairest	 Ltd's"
1333219,DATE,1951) 68 R. P. C. 197
1333219,WORK_OF_ART,"Sno  v.
    Dunn"
1333219,DATE,1890] 15 A. C. 252
1333219,CARDINAL,212
1333219,LAW,"the
    Trade Marks Act"
1333219,CARDINAL,8
1333219,CARDINAL,10
1333219,CARDINAL,1
1333219,ORG,Ram Narain Sons Ltd.
1333219,DATE,1955
1333219,CARDINAL,483
1333219,ORG,Bass  v.  Nicholson  &	Sons Ltd.
1333219,DATE,1932) 4  R.	 P.  C.	 88
