tid,label,token
850597,ORG,Supreme Court of India
850597,GPE,Uttar
850597,ORG,The Modi Sugar Mills Ltd
850597,DATE,31 October
850597,DATE,1960
850597,DATE,1961
850597,CARDINAL,1047
850597,DATE,1961
850597,CARDINAL,2
850597,CARDINAL,189
850597,PERSON,Das
850597,GPE,S.K.
850597,GPE,Hidayatullah
850597,NORP,M.
850597,PERSON,Gupta
850597,PERSON,K.C. Das
850597,GPE,Shah
850597,GPE,J.C.
850597,GPE,Ayyangar
850597,PERSON,"N.
Rajagopala"
850597,ORG,THE MODI SUGAR MILLS LTD
850597,CARDINAL,31/10/1960
850597,PERSON,SHAH
850597,GPE,"J.C.
    BENCH"
850597,GPE,SHAH
850597,GPE,"J.C.
    DAS"
850597,GPE,"S.K.
    HIDAYATULLAH"
850597,GPE,"M.
    GUPTA"
850597,GPE,K.C.
850597,GPE,AYYANGAR
850597,GPE,N. RAJAGOPALA
850597,DATE,1961
850597,DATE,1961
850597,DATE,"11)
     RF	    1977"
850597,DATE,1986
850597,CARDINAL,26
850597,DATE,Previous   year
850597,DATE,year
850597,DATE,previous year
850597,LAW,"the  tax  levied-If Permissible-United Provinces  Sales	 Tax
    Act"
850597,DATE,1948 (XV of 1948
850597,CARDINAL,3
850597,CARDINAL,3A
850597,CARDINAL,7
850597,CARDINAL,10
850597,DATE,22-U
850597,DATE,Yule 39
850597,DATE,"June
    8, 1948"
850597,LAW,"the
    United	Provinces Sales Tax Act"
850597,DATE,1948
850597,DATE,Its year
850597,DATE,June 1
850597,DATE,May 31 of the next  year
850597,LAW,S.  7(1) of the Act
850597,LAW,rule 39
850597,DATE,the	 previous  year
850597,DATE,year 1948-49
850597,DATE,"the previous year ending May 31,  1947"
850597,ORG,The  Sales Tax Officer
850597,MONEY,3 pies
850597,DATE,"June
    8, 1948"
850597,LAW,S. 3(A)
850597,DATE,"June
    9"
850597,DATE,the assessment year
850597,CARDINAL,6
850597,DATE,"the first 69 days  of
    the  year"
850597,CARDINAL,6
850597,DATE,"the remaining days  of
    the year"
850597,CARDINAL,3
850597,ORG,the Sales Tax Officer
850597,ORG,the High Court
850597,ORG,The High Court
850597,CARDINAL,3
850597,ORG,the Commissioner  of  Sales  Tax
850597,PERSON,Held
850597,PERSON,Hidayatullah
850597,PERSON,Das Gupta
850597,PERSON,Sliah
850597,ORG,the High Court
850597,DATE,the previous year
850597,DATE,the  first  day	 of  the  year
850597,LAW,"S.
    3(A)"
850597,CARDINAL,190
850597,ORG,Per S. K. Das
850597,ORG,Ayyangar
850597,PERSON,JJ
850597,DATE,a previous year
850597,CARDINAL,7
850597,LAW,(1) of the Act
850597,DATE,the  assessment	 year
850597,DATE,"the
    previous  year"
850597,DATE,year
850597,DATE,that year
850597,DATE,"the
    assessment year"
850597,DATE,year
850597,DATE,previous year
850597,DATE,an assessment year
850597,DATE,the first day of that	 year
850597,LAW,Act
850597,DATE,"10
    and   22"
850597,LAW,Civil Appeal No. 443
850597,DATE,1957
850597,DATE,"April 25, 1955"
850597,ORG,"the Allahabad High
Court"
850597,ORG,Civil Misc
850597,CARDINAL,26/1951
850597,PERSON,C. B. Aggarwala
850597,PERSON,C. P. Lal
850597,PERSON,G. Ar. Dikshit
850597,PERSON,S. K. Kapur
850597,PERSON,Mohan Behari Lal
850597,DATE,1960
