tid,label,token
1999671,ORG,Supreme Court of India
1999671,ORG,Konkan Railway Corporation Ltd.
1999671,ORG,Rani Construction Pvt. Ltd
1999671,DATE,"30
January"
1999671,DATE,2002
1999671,PERSON,S.P.Bharucha
1999671,PERSON,S.P.Bharucha Cji
1999671,PERSON,S.S.M.Quadri
1999671,PERSON,U.C.Banerjee
1999671,GPE,S.N.Variava
1999671,PERSON,S.V.Patil
1999671,CARDINAL,5880-5889
1999671,DATE,1997
1999671,ORG,KONKAN RAILWAY CORPORATION LTD. & ANR
1999671,ORG,RANI CONSTRUCTION PVT. LTD
1999671,CARDINAL,30/01/2002
1999671,ORG,S.P.BHARUCHA CJI & S.S.M.QUADRI & U.C.BANERJEE & S.N.VARIAVA & S.V.PATIL
1999671,CARDINAL,715/1999
1999671,CARDINAL,716/1999
1999671,CARDINAL,2037-2040/1999
1999671,CARDINAL,2041/1999
1999671,CARDINAL,2042-2044/1999
1999671,CARDINAL,4311/1999
1999671,CARDINAL,4312/1999
1999671,CARDINAL,4324/1999
1999671,CARDINAL,4356/1999
1999671,CARDINAL,7304/1999
1999671,CARDINAL,7306-7309/1999
1999671,GPE,CJI Bharucha
1999671,GPE,C.J.I
1999671,ORG,Ador Samia Private Limited Vs.
1999671,ORG,Peekay Holdings Limited
1999671,DATE,1999
1999671,DATE,"8) SCC
572"
1999671,CARDINAL,two
1999671,ORG,Court
1999671,LAW,Section 11 of the Arbitration and Conciliation Act
1999671,DATE,1996
1999671,LAW,"""The Act"")"
1999671,LAW,Article 136 of the Constitution of India
1999671,CARDINAL,two
1999671,PERSON,Ador Samia
1999671,CARDINAL,three
1999671,ORG,Bench
1999671,CARDINAL,three
1999671,ORG,Konkan Railway Corporation Ltd.
1999671,ORG,Vs. Mehul Construction Co.
1999671,DATE,2000
1999671,CARDINAL,7
1999671,CARDINAL,201
1999671,PERSON,Ador Samia
1999671,LAW,Section 11 of the Act
1999671,ORG,Court
1999671,LAW,Article 136
1999671,FAC,Konkan Railway Corpn
1999671,ORG,Ltd. & Anr.
1999671,ORG,Rani Construction Pvt. Ltd
1999671,DATE,[2000
1999671,DATE,"8) SCC
159"
1999671,CARDINAL,two
1999671,PERSON,Bench
1999671,CARDINAL,three
1999671,LAW,"a Constitution
Bench"
1999671,LAW,"a
Constitution Bench"
1999671,ORDINAL,first
1999671,FAC,a Constitution Bench
1999671,DATE,2000
1999671,LAW,8) SCC 159
1999671,LAW,"Section 11 of
the Arbitration and Reconciliation Act"
1999671,DATE,1996
1999671,LAW,Section 11
1999671,LAW,Section 11
1999671,CARDINAL,4
1999671,CARDINAL,5
1999671,CARDINAL,6
1999671,LAW,Section 11
1999671,ORG,Court
1999671,PERSON,Andhyarujina
1999671,ORG,Court
1999671,LAW,a Constitution Bench
1999671,ORG,Registry
1999671,PERSON,Andhyarujina
1999671,LAW,Section 11 of the Act
1999671,LAW,the Act. Section 2(e)
1999671,ORG,Court
1999671,ORG,Civil Court
1999671,ORG,the High Court
1999671,ORG,Civil Court
1999671,ORG,any Court of Small Causes
1999671,LAW,Section 5
1999671,LAW,Section 8
1999671,CARDINAL,8
1999671,CARDINAL,1
1999671,ORDINAL,first
1999671,LAW,Section 10
1999671,LAW,Section 11
1999671,CARDINAL,1
1999671,CARDINAL,6
1999671,CARDINAL,2
1999671,CARDINAL,three
1999671,CARDINAL,one
1999671,CARDINAL,two
1999671,ORDINAL,third
1999671,CARDINAL,3
1999671,DATE,thirty days
1999671,CARDINAL,two
1999671,ORDINAL,third
1999671,DATE,thirty days
1999671,CARDINAL,2
1999671,DATE,thirty days
1999671,CARDINAL,one
1999671,CARDINAL,two
1999671,CARDINAL,4
1999671,CARDINAL,5
1999671,CARDINAL,6
1999671,CARDINAL,8
1999671,ORDINAL,third
1999671,GPE,India
1999671,CARDINAL,10
1999671,CARDINAL,4
1999671,CARDINAL,5
1999671,CARDINAL,6
1999671,CARDINAL,more than one
1999671,CARDINAL,4
1999671,CARDINAL,5
1999671,ORDINAL,first
1999671,CARDINAL,12
1999671,CARDINAL,4
1999671,CARDINAL,5
