tid,label,token
1300598,ORG,Delhi High Court
1300598,ORG,Ranbaxy Laboratories Ltd.
1300598,ORG,Dua Pharmaceuticals Pvt. Ltd.
1300598,DATE,22 July
1300598,DATE,1988
1300598,DATE,"1989 Delhi 44, 1988"
1300598,GPE,Delhi
1300598,CARDINAL,36
1300598,DATE,1988
1300598,CARDINAL,133
1300598,PERSON,B Kirpal
1300598,PERSON,B Kirpal
1300598,PERSON,B.N. Kirpal
1300598,LAW,"Order 39, Rules 1 & 2 Civil Procedure Code"
1300598,DATE,6th March 1970
1300598,ORG,CALMPOSE
1300598,MONEY,Rs. 40.16 crores
1300598,MONEY,about Rs. 16.43 lakhs
1300598,DATE,"January to August, 1987"
1300598,PRODUCT,Diazepam
1300598,QUANTITY,5 mg
1300598,CARDINAL,two
1300598,CARDINAL,one
1300598,PERSON,Shri Bharat Inder Singh
1300598,CARDINAL,two
1300598,ORDINAL,firstly
1300598,CARDINAL,two
1300598,ORG,Division Bench
1300598,ORG,Stadmed Private Ltd.
1300598,ORG,Hind Chemicals
1300598,DATE,"1965 Punjab
17"
1300598,CARDINAL,two
1300598,ORG,"The
High Court"
1300598,CARDINAL,tw6
1300598,WORK_OF_ART,CALMPOSE
1300598,WORK_OF_ART,CALMPROSE
1300598,DATE,the years
1300598,MONEY,Rs. 40 crores
1300598,ORG,the Punjab High Court
1300598,GPE,Stadmed
1300598,CARDINAL,two
1300598,ORG,Y & M
1300598,ORG,Court
1300598,CARDINAL,two
1300598,ORG,Division Bench
1300598,ORG,"the Punjab High
Court"
1300598,ORG,Anglo-French Drug. Co. (Eastern) Ltd.
1300598,ORG,Belco Pharma
1300598,GPE,Stadmed
1300598,ORG,the High Court
1300598,CARDINAL,two
1300598,ORG,Punjab High Court
1300598,GPE,"Angio
French's"
1300598,CARDINAL,two
1300598,CARDINAL,6
1300598,DATE,"30th November,
1987"
